IID,Coefficient,StandardError
A_01_03,-0.08201861278282425,0.07358365413584794
A_02_02,0.13257550920427696,0.09252792506457556
A_02_01,0.04501381095994325,0.09961368696159474
A_01_04i2,-0.6951531992868117,1.0813602631526356
A_02_06,-0.5491902689222302,0.41634886610885974
