IID,Coefficient,StandardError
A_00_00,-0.16214393460374485,0.0845408337146304
A_01_01,0.14117614920560226,0.08832859718360594
A_01_02e1,0.29381079439315483,0.35085386890295606
A_02_02e1,0.20034798468887866,0.2922145062317597
