IID,Coefficient,StandardError
A_00_00,0.04979732075275774,0.0755964061654838
A_02_02,-0.14272466720028246,0.09356465367397049
A_01_01,0.07648078748352724,0.11216866256108841
A_03_01,0.0675061093028691,0.1718879525201293
A_02_24,-0.2883502983369873,1.1192285098289325
