Allele,Control,ControlFrequency,Case,CaseFrequency,Pvalue,OddsRatio
00:00,652,0.163,1921,0.48025,0.5171689233623789,0.9502493219693309
01:01,126,0.0315,354,0.0885,0.5004623860012659,0.9280135334557104
02:02,174,0.0435,589,0.14725,0.12520010201097354,1.1597086152071205
03:01,47,0.01175,132,0.033,0.7238889822854377,0.9332324401317547
