Allele,Control,ControlFrequency,Case,CaseFrequency,Pvalue,OddsRatio
02:02,142,0.0355,366,0.0915,0.10029688503942841,0.8395842022522378
01:03,695,0.17375,2145,0.53625,0.22767662255498466,1.1009718540956708
02:01,155,0.03875,447,0.11175,0.6460328440577019,0.9545127174860695
02:06,7,0.00175,36,0.009,0.21735220977320285,1.7229612492770388
