IID,A.1,A.2,A.prob,B.1,B.2,B.prob,C.1,C.2,C.prob,DPB1.1,DPB1.2,DPB1.prob,DQA1.1,DQA1.2,DQA1.prob,DQB1.1,DQB1.2,DQB1.prob,DRB1.1,DRB1.2,DRB1.prob,DPA1.1,DPA1.2,DPA1.prob,DRB3.1,DRB3.2,DRB3.prob,DRB4.1,DRB4.2,DRB4.prob,DRB5.1,DRB5.2,DRB5.prob,ArrayID
HLA_1,02:01,02:01,0.98562172912135,08:01,13:02,0.999999922259381,06:02,07:01,0.999984812671551,03:01,04:01,0.898520224170516,02:01,05:01,0.999999854641695,02:01,02:02,0.991152831293087,03:01,07:01,0.998917106519071,01:03,01:03,0.982381010714834,00:00,01:01,0.947929719129563,00:00,01:03,0.943448491957925,00:00,00:00,0.988966619823177,1
HLA_2,03:01,30:01,0.963984918694545,51:01,58:01,0.390187359617736,03:02,16:01,0.481850243899862,17:01e1,104:01e1,0.515455968803263,02:01,05:05,0.916598882755711,02:02,03:01,0.915824776740866,07:01,13:03,0.985447515709302,01:03,02:01,0.758615914126412,00:00,01:01,0.672158645502688,00:00,01:01,0.448665218671904,00:00,00:00,0.900378245658096,2
HLA_3,24:02,30:02,0.746664136760422,18:01,44:03,0.631120708382016,03:04,05:01,0.337369351566865,02:02,04:01,0.292258148572872,05:01,05:01,0.624567903011253,02:01,02:01,0.654544999098933,03:01,03:01,0.771958526633988,01:03,02:01,0.703729133489224,02:02,02:02,0.907328352638862,00:00,00:00,0.952454602953118,00:00,00:00,0.965754926272883,2
HLA_4,02:01,32:01,0.91668154791455,15:01,40:02,0.878832184362624,02:02,04:01,0.959654191364814,02:01,03:01,0.874759451412539,01:02,05:05,0.451015957203294,03:01,03:03,0.914525139228926,07:01,11:01,0.625795823209445,01:03,01:03,0.943684769059029,00:00,02:02,0.946403073931874,00:00,01:03,0.954036266400967,00:00,00:00,0.962788927962893,3
HLA_5,02:01,24:02,0.953117422822068,07:02,51:01,0.40453986148843,07:02,14:02,0.978971992883365,02:01,04:02,0.803896067469461,01:01,01:02,0.992645901063394,05:01,06:02,0.979317704040095,01:01,15:01,0.996398644031,01:03,01:03,0.970570746637049,00:00,00:00,0.462598408407248,00:00,00:00,0.686454862333434,00:00,01:01,0.554109402671912,4
HLA_6,11:01,24:02,0.873200945218016,15:01,35:01,0.656312885613843,03:03,04:01,0.980608602526963,02:01,05:01,0.551502225254168,01:02,03:01,0.927033466496869,03:02,06:02,0.95544388193506,04:06,15:01,0.371970771046321,02:02,02:02,0.414630401034908,00:00,00:00,0.739566798417455,00:00,01:03,0.749932414414898,00:00,01:01,0.565787038252399,4
HLA_7,02:01,26:01,0.532594611603402,13:02,15:01,0.976063489017711,03:04,06:02,0.942201617424382,04:01,11:01,0.969737635842856,01:02,03:01,0.219432778188601,02:02,03:02,0.910515931975259,04:01,07:01,0.850994760227397,01:03,02:01,0.903953178522237,00:00,00:00,0.947756952640954,01:01,01:03,0.70816827832305,00:00,00:00,0.976160612293325,3
HLA_8,02:01,03:01,0.672803928048575,07:02,27:06,0.768571272201977,03:03,07:02,0.532219221279008,01:01,03:01,0.601021072468281,01:01,01:02,0.908129751512837,05:01,05:02,0.957711690763637,15:02,16:01,0.914016619510108,01:03,02:02,0.737942103437118,00:00,00:00,0.636919383939009,00:00,00:00,0.805293219228479,01:01,02:02e1,0.253822358412233,4
HLA_9,02:01,29:02,0.97377107328073,07:02,44:03,0.98359980944597,07:02,16:01,0.998948224985614,03:01,11:01,0.57933193657795,02:01,03:01,0.957419104632104,02:02,03:02,0.985886809399408,04:04,07:01,0.596814278165271,01:03,02:01,0.957891146918302,00:00,00:00,0.911495201669543,01:01,01:03,0.673542944351911,00:00,00:00,0.962222210589103,4
HLA_10,01:01,02:01,0.976177540549661,14:01,15:17,0.656397636593969,07:01,08:02,0.26855682764899,02:01,104:01e1,0.643308747370558,01:02,02:01,0.997531320776811,02:02,06:04,0.978104482413011,07:01,13:02,0.996688142589636,01:03,01:03,0.958584771470088,00:00,03:01,0.637369499370476,00:00,01:01,0.543128683042881,00:00,00:00,0.947079474828415,5
HLA_11,02:06,02:06,0.686532932505764,40:06,51:01,0.979157816858047,08:01,14:02,0.902157062135329,05:01,05:01,0.94265113060271,01:02,03:01,0.791965478763575,03:02,06:02,0.901246093171503,12:01,15:01,0.803019157824222,02:02,02:02,0.368756836746873,00:00,01:01,0.254993264447863,00:00,00:00,0.640616471044189,00:00,01:01,0.456538149699726,4
HLA_12,24:02,74:01,0.335583584712072,35:01,44:03,0.518820897256555,04:01,04:01,0.940170329789109,01:01,02:01,0.326404307164104,02:01,04:01,0.817074573359775,02:02,04:02,0.853970071187716,03:02,07:01,0.753920977038452,01:03,02:02,0.581850869695715,00:00,01:01,0.595182993878175,00:00,01:01,0.482023890376766,00:00,00:00,0.926266836607729,2
HLA_13,11:01,11:01,0.755621348487635,46:01,52:01,0.496384209829413,01:02,12:02,0.78621790037269,04:01,04:01,0.371309877606638,05:05,05:05,0.420082804113376,03:01,03:01,0.494258609383358,11:01,11:01,0.19666193223199,01:03,02:02,0.543402573016667,02:02,02:02,0.566822071350834,00:00,00:00,0.821337469434543,00:00,00:00,0.90474162975679,2
HLA_14,01:01,33:03,0.848798211905916,39:01,44:03,0.841225815560314,07:02,14:03,0.98963188699816,02:01,02:01,0.835516813414179,01:02,01:03,0.968488907807619,06:01,06:04,0.971227231112119,08:03,13:02,0.996023900850259,01:03,01:03,0.972752596233966,02:02,03:01,0.258270644677232,00:00,00:00,0.844885524943359,00:00,00:00,0.899611427781272,4
HLA_15,25:01,25:01,0.750313483280296,18:01,18:01,0.784899648900448,12:03,12:03,0.960729915733634,02:01,04:01,0.930866502073939,01:03,03:01,0.863675191958936,03:02,06:03,0.891698618176318,04:01,13:01,0.685602500171245,01:03,01:03,0.961665080296997,00:00,01:01,0.950625163181839,00:00,01:03,0.936811531718193,00:00,00:00,0.972179987834332,3
HLA_16,01:01,02:01,0.968198481895806,08:01,40:01,0.984563752616793,03:04,07:01,0.955310194048213,04:01,09:01,0.874319893439341,03:01,05:01,0.920246419127139,02:01,03:02,0.943131018057749,03:01,04:01,0.804562891529543,01:03,02:01,0.855582819139933,00:00,01:01,0.937696585512472,00:00,01:03,0.942776497368729,00:00,00:00,0.980808963401366,3
HLA_17,03:01,26:01,0.856749049999858,07:02,44:03,0.992194355586019,04:01,07:02,0.98786595537997,04:01,04:02,0.791833816988014,01:02,05:05,0.926825427091812,03:01,06:02,0.867039704447309,11:01,15:01,0.415434467406505,01:03,02:02,0.772413656087903,00:00,02:02,0.897720660052389,00:00,00:00,0.917677521431479,00:00,01:01,0.920303489198809,1
HLA_18,02:01,29:02,0.855191870319019,13:02,44:03,0.946556079451954,06:02,16:01,0.702569328317673,04:01,17:01e1,0.66825584098375,02:01,05:01,0.924547529191201,02:01,02:02,0.945132458385626,03:01,07:01,0.988453084663032,01:03,02:01,0.78407273301366,00:00,01:01,0.88479952985899,00:00,01:03,0.900511084790496,00:00,00:00,0.971181746829606,2
HLA_19,01:01,02:01,0.972231563517413,08:01,44:02,0.974166824788874,05:01,07:01,0.972501119758495,04:01,04:01,0.967239534815604,03:03,05:01,0.954548429598613,02:01,03:01,0.941061398243091,03:01,04:01,0.917968589806528,01:03,01:03,0.968212381438107,00:00,01:01,0.950416295348322,00:00,01:03,0.956701758188451,00:00,00:00,0.987648315391744,3
HLA_20,11:01,24:02,0.9032329495946,40:01,40:01,0.995658597280225,07:02,07:02,0.999999997762501,13:01,13:01,0.431345410498274,01:02,05:05,0.854868612489768,03:01,06:02,0.806309977938035,11:01,15:01,0.315290955208831,02:01,02:01,0.570001478258785,00:00,02:02,0.717345387407791,00:00,00:00,0.909886423401866,00:00,01:01,0.464679990051384,4
HLA_21,02:01,24:02,0.671629241784073,40:02,40:06,0.470374844395229,01:02,08:01,0.93492812873162,02:01,05:01,0.567326308900239,01:02,03:02,0.76616328061982,03:03,06:02,0.960700733958948,09:01,15:01,0.97725050642061,02:02,02:02,0.360949465061016,00:00,00:00,0.670091899998432,00:00,01:03,0.588268613012788,00:00,01:01,0.576034002045262,4
HLA_22,03:01,32:01,0.993638845779334,07:02,14:01,0.998794331526084,07:02,08:02,0.99044717468789,04:01,04:02,0.375031262035159,02:01,02:01,0.999997259783861,02:02,02:02,0.990469851752718,07:01,07:01,0.999999999999858,01:03,01:03,0.962965446670163,00:00,00:00,0.894399662644872,01:01,01:01,0.46955859576608,00:00,00:00,0.970045577583129,5
HLA_23,24:02,68:01,0.829192350741212,15:01,40:01,0.968444585660891,03:03,03:04,0.969144056573455,03:01,04:01,0.563934957449545,03:01,03:01,0.897056319064252,03:02,03:02,0.985705936781372,04:01,04:04,0.708630009588931,01:03,01:03,0.975661527613808,00:00,00:00,0.957548480321674,01:03,01:03,0.898982601726857,00:00,00:00,0.9788338371178,4
HLA_24,02:01,02:01,0.871646146220806,18:01,27:05,0.887895042258288,02:02,12:03,0.917944958648451,04:01,04:01,0.943640934622939,01:04,03:01,0.793792253869143,03:02,05:03,0.768716275549921,04:04,14:54,0.589118494688482,01:03,01:03,0.948393155156565,00:00,02:02,0.906218040396661,00:00,01:03,0.903134826194044,00:00,00:00,0.965989786517649,3
HLA_25,01:01,02:01,0.986866879966382,35:03,58:01,0.728566169936061,03:02,04:01,0.888829634843778,02:01,04:01,0.538517837840494,02:01,05:05,0.995622869772837,02:02,03:01,0.989437388656556,07:01,12:01,0.999600129702569,01:03,02:01,0.951821129238912,00:00,02:02,0.91770795369572,00:00,01:01,0.629166681960366,00:00,00:00,0.979214137480628,5
HLA_26,03:01,03:01,0.985431863793982,07:02,39:01,0.209749764392083,07:02,07:02,0.999590050564826,04:01,04:02,0.827931105637857,01:01,03:02,0.930829394975066,03:03,05:01,0.98033032321237,01:01,09:01,0.991805091935971,01:03,01:03,0.978445051058272,00:00,00:00,0.440437832582005,00:00,01:03,0.748867007243258,00:00,00:00,0.842751418453302,4
HLA_27,01:01,02:01,0.929334438718771,07:02,07:02,0.992448268006769,07:02,07:02,0.978557780443632,03:01,04:01,0.87329255422168,01:02,01:02,0.938278103428439,06:02,06:04,0.915591974859075,13:02,15:01,0.948694824427623,01:03,01:03,0.957161775638793,00:00,03:01,0.903338222170917,00:00,00:00,0.963549393171261,00:00,01:01,0.951042928351916,3
HLA_28,24:02,31:01,0.709325004362189,08:01,27:05,0.982044275957164,02:02,07:01,0.999999998080385,01:01,04:01,0.965358973937633,01:01,05:01,0.99571461039382,02:01,05:01,0.999993909480347,01:01,03:01,0.837928275512479,01:03,02:01,0.962039443424939,00:00,01:01,0.546952989460443,00:00,00:00,0.779902262798758,00:00,00:00,0.85096758495636,1
HLA_29,02:01,02:07,0.458057917888899,13:02,51:01,0.981475231294096,06:02,14:02,0.989452855118247,02:01,05:01,0.768403510301081,01:02,02:01,0.977845811298111,02:02,06:02,0.952846833393529,07:01,15:01,0.986139591289013,01:03,02:02,0.58786798485842,00:00,00:00,0.770058753313349,00:00,01:03,0.740232152034473,00:00,01:01,0.512764076287242,4
HLA_30,03:01,33:01,0.978995808395934,44:03,51:01,0.991633610426857,01:02,16:01,0.994018259381162,03:01,04:01,0.663640013086276,01:01,02:01,0.998493333450249,02:02,05:01,0.996546714102898,01:01,07:01,0.999533765466779,01:03,01:03,0.965893343442067,00:00,00:00,0.616733400828904,01:01,01:03,0.484013692365212,00:00,00:00,0.864548933573092,4
HLA_31,02:01,02:06,0.78071842328673,08:01,35:01,0.456285010323264,04:01,07:01,0.988877157283181,03:01,13:01,0.634502810963518,01:02,03:01,0.924493624623499,03:02,06:02,0.963733481855281,04:04,15:01,0.454141067334352,01:03,02:01,0.921572733877072,00:00,00:00,0.927174622094121,00:00,01:03,0.912879205132088,00:00,01:01,0.921600346764202,4
HLA_32,24:02,24:02,0.841828930946853,08:01,15:01,0.974752723850885,03:03,07:02,0.980365095378217,02:01,04:01,0.920737362126334,01:02,03:01,0.968190137929079,03:02,06:02,0.977520029299294,04:04,15:01,0.571284024537707,01:03,01:03,0.984952570223686,00:00,00:00,0.955616775660831,00:00,01:03,0.932173215541679,00:00,01:01,0.936866853131126,1
HLA_33,11:01,24:02,0.916664430292204,52:01,53:01,0.915595733586122,04:01,12:02,0.941526511663129,02:01,03:01,0.320928752211408,01:02,01:03,0.889425775955529,06:01,06:09,0.875016337575553,13:02,15:02,0.957792467430739,01:03,01:03,0.946914558218023,00:00,03:01,0.669218173032409,00:00,00:00,0.610944872021888,00:00,01:02e1,0.739080065606388,4
HLA_34,02:01,31:01,0.973932662281199,07:02,48:01,0.958038312466175,07:02,08:03,0.548403421041817,01:01,04:01,0.763957853776945,01:03,05:01,0.808484525535912,02:01,06:03,0.797372749144875,03:01,13:01,0.664897191187475,01:03,02:01,0.950477319933053,00:00,01:01,0.306540577327228,00:00,00:00,0.918082741010784,00:00,00:00,0.772935636944727,4
HLA_35,01:01,25:01,0.785156830425149,08:01,37:01,0.999999996436955,06:02,07:01,0.999998946419092,04:01,04:02,0.926091519854514,01:05,03:01,0.804515703200212,03:02,05:01,0.996645550695538,04:04,10:01,0.879744735562427,01:03,01:03,0.983822160664497,00:00,00:00,0.539277276960213,01:03,01:03,0.421302369308698,00:00,00:00,0.888355121566242,5
HLA_36,24:02,26:01,0.604841644709578,35:01,51:01,0.962978184294368,03:03,14:02,0.950765649985405,02:01,03:01,0.164053763991033,01:02,03:01,0.927245367876311,03:02,06:02,0.958509429127473,04:04,15:01,0.347459008336405,01:03,02:02,0.6072382105383,00:00,00:00,0.751940016644876,00:00,01:03,0.761234908864726,00:00,01:01,0.586661785508427,4
HLA_37,02:01,03:01,0.928570479811561,15:01,27:05,0.947117165598535,01:02,03:03,0.974960137276907,04:01,13:01,0.903643975840765,01:01,02:01,0.988885286308723,02:02,05:01,0.988414194804693,01:01,07:01,0.768996163793625,01:03,01:03,0.924129986293411,00:00,00:00,0.504437018089564,00:00,01:01,0.571085970995373,00:00,00:00,0.825998932621842,4
HLA_38,03:01,30:01,0.998171215590039,39:01,42:01,0.383001839696601,12:03,17:01,0.923454769426457,01:01,01:01,0.745715510347014,01:01,04:01,0.987735254212959,04:02,05:01,0.988186012862475,01:02,03:02,0.90563202785076,02:01,02:02,0.794068575839079,00:00,01:01,0.431443001124515,00:00,00:00,0.589885606273373,00:00,00:00,0.772477695660377,4
HLA_39,01:01,11:01,0.990913514255327,15:01,27:05,0.872533348659164,02:02,04:01,0.998027213617182,05:01,05:01,0.938414536028725,01:02,03:01,0.882079760297772,03:02,06:02,0.928383910912619,04:06,15:01,0.347035064079523,02:02,02:06,0.366466241022381,00:00,00:00,0.941311650727972,00:00,01:03,0.914753127659486,00:00,01:01,0.919664540364255,4
HLA_40,11:01,24:02,0.991563513310106,07:02,15:01,0.905245955695625,04:01,07:02,0.999991547702871,04:01,04:01,0.842093207767059,01:02,03:01,0.935773509065255,03:02,06:02,0.98950826739124,04:01,15:01,0.985079626646715,01:03,01:03,0.983549731140867,00:00,00:00,0.958972504388151,00:00,01:03,0.911968214251614,00:00,01:01,0.941906714833899,4
HLA_41,02:01,26:01,0.57851088360276,44:05,56:01,0.787407646042312,01:02,02:02,0.994566643698046,04:01,04:02,0.877766360870005,01:01,01:02,0.986313649983579,05:01,05:02,0.982497008373617,01:01,16:01,0.871559232894182,01:03,01:03,0.974739913960372,00:00,00:00,0.550573601942614,00:00,00:00,0.692817846609956,00:00,02:02e1,0.712918864671944,4
HLA_42,02:07,24:02,0.839575673545312,07:02,51:01,0.992008700933869,07:02,14:02,0.992179725403377,02:01,04:02,0.461399326982472,01:01,01:02,0.98957578516453,05:01,06:02,0.971741341851447,01:01,15:01,0.98496057762139,01:03,02:02,0.741811684365709,00:00,00:00,0.429375539233729,00:00,00:00,0.731302664131483,00:00,01:01,0.645616229855514,4
HLA_43,02:01,02:01,0.913488783984408,07:02,27:05,0.99404194444718,01:02,07:02,0.999830553949692,04:01,11:01,0.653415959080769,01:02,05:05,0.85628361187373,03:01,06:02,0.855819695668969,01:03,15:01,0.880822287274611,01:03,02:01,0.958666469117666,00:00,00:00,0.516775782088155,00:00,00:00,0.756046238940079,00:00,01:01,0.845204712886873,4
HLA_44,02:01,02:01,0.948399063043133,07:02,40:01,0.988950375332374,03:04,07:02,0.991535945376361,03:01,04:01,0.815991982934278,01:01,03:03,0.926339738430908,03:01,05:01,0.964687856274644,01:01,04:07,0.67249422022028,01:03,01:03,0.983719855231321,00:00,00:00,0.540477966570842,00:00,01:03,0.767241053203483,00:00,00:00,0.836841975666164,4
HLA_45,01:01,02:01,0.882138064306633,15:01,57:01,0.267413817932686,03:04,07:02,0.549892422588547,04:01,04:02,0.773111757854008,01:02,03:01,0.920291288224377,03:02,06:02,0.968898911142291,04:01,15:01,0.679772828920639,01:03,01:03,0.954632814527758,00:00,00:00,0.915560930720575,00:00,01:03,0.914296299691996,00:00,01:01,0.883690247877404,2
HLA_46,24:02,26:01,0.680539542091685,35:01,55:02,0.466444954551814,01:02,03:03,0.954001188073913,02:01,02:01,0.777215491422944,01:02,03:03,0.669896265762814,04:01,06:02,0.938293019672425,04:05,15:01,0.980459315970815,01:03,01:03,0.970566751231152,00:00,00:00,0.682480459151447,00:00,01:03,0.574980198067716,00:00,01:01,0.435687772273779,4
HLA_47,02:01,24:02,0.871686999765927,35:02,39:06,0.499204446906211,04:01,07:02,0.999989092058281,04:01,04:02,0.90193321179616,05:03,05:05,0.942900517838424,03:01,03:01,0.993784991782359,11:04,14:06,0.527991703168436,01:03,01:03,0.983069413471636,01:01,02:02,0.688972347646554,00:00,00:00,0.854191857875491,00:00,00:00,0.96935046302847,5
HLA_48,03:01,31:01,0.828204383299185,07:02,49:01,0.994332643838869,07:01,07:02,0.999989700811053,04:01,04:01,0.584894515260604,01:02,01:02,0.704725626431283,05:04,06:02,0.750310802028492,01:01,15:01,0.884330830910612,01:03,01:03,0.97696925142207,00:00,00:00,0.394518161376607,00:00,00:00,0.816308158055366,00:00,01:01,0.803263592470264,4
HLA_49,02:01,11:01,0.906002947451629,35:01,48:01,0.872449911090268,04:01,08:01,0.940710881634946,02:01,04:02,0.853121277789494,01:01,05:03,0.914573951776179,03:01,05:01,0.982772853861386,01:03,14:02,0.541854877806982,01:03,01:03,0.935075261113918,00:00,01:01,0.448046401291426,00:00,00:00,0.708075113901538,00:00,00:00,0.787270382499993,5
HLA_50,11:01,24:02,0.865325205122176,35:01,51:01,0.33097978818696,04:01,07:02,0.942619073267049,02:01,04:01,0.671847891051727,01:03,05:05,0.885833731702428,03:01,06:03,0.971716386206735,11:01,13:01,0.677316677110631,01:03,02:02,0.629240607102746,01:01,02:02,0.869009263910609,00:00,00:00,0.887015037725507,00:00,00:00,0.929523677457531,1
HLA_51,02:01,23:01,0.968190528693105,07:02,49:01,0.995314888578357,07:01,07:02,0.999999998853347,04:01,104:01e1,0.752388879922885,01:02,01:02,0.70091941010587,05:04,06:02,0.755634918067098,01:01,15:01,0.879354594013176,01:03,01:03,0.953370583016924,00:00,00:00,0.420649903387858,00:00,00:00,0.806799553327259,00:00,01:01,0.814950717359503,4
HLA_52,33:03,33:03,0.998577686045235,44:03,58:01,0.990497142351686,03:02,14:03,0.961455694695517,02:01,05:01,0.605908150508455,01:02,05:08,0.834981162622879,03:01,06:09,0.799932584517832,12:01,13:02,0.984054497310329,01:03,02:02,0.537223500750902,01:01,03:01,0.46155516912654,00:00,00:00,0.843283972932247,00:00,00:00,0.946847275503019,4
HLA_53,24:02,24:02,0.792634027943343,15:35,40:06,0.133198921689966,04:01,07:02,0.763164163896218,05:01,05:01,0.817821277852405,01:01,01:02,0.51965356502474,05:01,05:02,0.716685181051459,15:02,15:02,0.236756383012346,02:02,02:02,0.311849681093007,00:00,00:00,0.414715379162375,00:00,00:00,0.78539159954636,00:00,02:02e1,0.329187301556767,2
HLA_54,02:01,24:02,0.92432736206739,41:01,52:01,0.860467752657104,03:03,17:01,0.984500756416162,04:02,05:01,0.765851242335296,03:01,04:01,0.948655327970021,03:02,04:02,0.991535664544455,04:04,08:02,0.279094987626224,01:03,02:02,0.629571567158548,00:00,00:00,0.482335397621245,00:00,01:03,0.673032053923358,00:00,00:00,0.93408506285879,5
HLA_55,24:02,24:02,0.947218338493898,35:05,39:06,0.377523209706314,04:01,07:02,0.989936759832887,01:01,04:02,0.676075456457458,03:01,04:01,0.900907229687989,03:02,04:02,0.992176641355201,04:04,08:01,0.598461045038377,01:03,02:02,0.810662272371516,00:00,00:00,0.557561620245383,00:00,01:03,0.636843692927246,00:00,00:00,0.925044613306497,4
HLA_56,01:01,24:02,0.945010332292233,07:02,08:01,0.98441256310601,07:01,07:02,0.986238672544329,04:01,04:01,0.775819081101514,01:02,05:01,0.94914568684439,02:01,06:03,0.74752234947913,03:01,15:01,0.93217327829473,01:03,01:03,0.948537979930092,00:00,01:01,0.929917603437137,00:00,00:00,0.961331150881733,00:00,01:01,0.965692969717503,3
HLA_57,03:01,23:01,0.992716847581153,07:02,49:01,0.993939091092671,07:01,07:02,0.999999999150571,04:01,04:01,0.951994812063563,01:02,05:05,0.94951162896318,03:01,06:02,0.981424093502686,11:01,15:01,0.815151587543008,01:03,01:03,0.988149369607911,00:00,02:02,0.952794432942279,00:00,00:00,0.942546814093954,00:00,01:01,0.95085658149692,4
HLA_58,23:01,74:01,0.777063577664229,45:01,53:01,0.774290763536203,04:01,06:02,0.979370759568401,01:01,05:01,0.143264350726049,01:01,01:02,0.987747978446027,05:01,06:02,0.947902432666058,01:02,15:03,0.804344305364931,01:03,02:01,0.877388784997881,00:00,00:00,0.528369074978539,00:00,00:00,0.589094665978927,00:00,01:01,0.574371052510289,4
HLA_59,03:01,24:02,0.263783444076482,53:01,58:01,0.377256352525034,04:01,07:01,0.933239933982382,01:01,02:01,0.263964912507108,01:02,04:01,0.328789082495016,03:01,06:02,0.368203384905633,08:04,15:03,0.454407156377023,01:03,02:02,0.577197047306358,00:00,00:00,0.306491152575893,00:00,00:00,0.774539809867386,00:00,01:01,0.414495088327597,2
HLA_60,24:02,30:02,0.929701273182098,07:02,08:01,0.970409753558088,07:01,07:02,0.999999989346934,04:01,04:01,0.968023365721352,01:02,01:02,0.998950444097264,06:02,06:02,0.990014313441729,15:01,15:01,0.99731336872765,01:03,01:03,0.979851468870957,00:00,00:00,0.969332283376155,00:00,00:00,0.973298961603597,01:01,01:01,0.94298873226853,5
HLA_61,01:01,68:01,0.99161686490922,08:01,35:03,0.987121664806526,04:01,07:01,0.999999969964245,04:01,04:02,0.886355557206665,05:01,05:05,0.737097086237781,02:01,03:01,0.966468475116577,03:01,11:01,0.592299333107606,01:03,01:03,0.97501530637604,01:01,01:01,0.683994652671303,00:00,00:00,0.92924559239097,00:00,00:00,0.976358702913718,4
HLA_62,02:01,02:01,0.971356362191948,44:02,55:01,0.997802301905996,03:03,05:01,0.989079700152714,04:01,04:01,0.692842372227967,01:02,01:04,0.851853987886538,05:03,06:02,0.956001411005176,14:01,15:01,0.927330848182036,01:03,01:03,0.985864113724866,00:00,02:02,0.90452023796785,00:00,00:00,0.94142594533418,00:00,01:01,0.933940205446986,5
HLA_63,02:01,25:01,0.822522713183719,15:01,18:01,0.973002038454674,03:04,12:03,0.953523170643079,02:01,04:01,0.869943367956626,01:02,03:03,0.893253967248317,03:01,06:03,0.554931780576563,04:01,15:01,0.805161401623085,01:03,01:03,0.962288199414454,00:00,00:00,0.952392503890565,00:00,01:03,0.954997681299766,00:00,01:01,0.922369734897574,3
HLA_64,02:01,24:02,0.769891324728363,40:06,58:01,0.280316740367645,05:01,07:01,0.994141617105172,104:01e1,124:01,0.296962901854633,01:02,02:01,0.937787658434233,02:02,05:02,0.898506253330106,07:01,16:01,0.932650997587871,01:03,01:03,0.872423750366032,00:00,00:00,0.789681742123187,00:00,01:01,0.647487894280852,00:00,02:02e1,0.737001923236961,6
HLA_65,01:01,02:01,0.992508143286615,08:01,44:02,0.998204081005341,05:01,07:01,0.999999997228855,04:01,04:02,0.858341330592061,05:01,05:05,0.977528593246869,02:01,03:01,0.997110952119149,03:01,11:01,0.59066986244664,01:03,01:03,0.990267076117037,01:01,02:02,0.936094444509737,00:00,00:00,0.946176027169695,00:00,00:00,0.983116169934805,1
HLA_66,01:01,03:01,0.92984033912424,08:01,40:01,0.989081031788737,03:04,07:01,0.984477058447066,03:01,04:01,0.906464465284353,01:02,05:01,0.95424485469337,02:01,06:04,0.957699008577153,03:01,13:02,0.974034619100122,01:03,01:03,0.956888784084262,01:01,03:01,0.946648952972652,00:00,00:00,0.955179529998994,00:00,00:00,0.990633983968938,3
HLA_67,02:01,33:01,0.959346330744251,08:01,44:03,0.993619029818397,07:01,16:01,0.997076691245497,04:01,04:01,0.912487348463262,02:01,05:01,0.999956172761402,02:01,02:02,0.996511855874415,03:01,07:01,0.999959954057287,01:03,01:03,0.977853336338003,00:00,01:01,0.907389913669001,00:00,01:01,0.718190736278624,00:00,00:00,0.989915595182739,4
HLA_68,24:02,33:01,0.871497660246306,07:02,14:02,0.989730687768366,07:02,08:02,0.971529228145518,02:01,03:01,0.867118967020251,01:02,05:01,0.963563158254016,02:01,06:02,0.965598133578194,03:01,15:01,0.962075245586925,01:03,01:03,0.934750327842666,00:00,02:02,0.93846609313756,00:00,00:00,0.950271146346018,00:00,01:01,0.927354043400205,3
HLA_69,31:01,33:03,0.951146116937817,40:06,48:01,0.465961721856852,08:01,14:03,0.410087781073746,02:01,05:01,0.507997815938584,01:02,03:01,0.976094192171817,03:02,06:02,0.960990006665452,08:02,15:01,0.962967265378893,02:02,02:02,0.33893503190247,00:00,00:00,0.482964554109397,00:00,00:00,0.616219809393679,00:00,01:01,0.610399284753608,4
HLA_70,11:01,11:01,0.98364545148693,35:01,49:01,0.804607701865729,04:01,07:01,0.999933468034146,04:01,04:02,0.676076308117229,01:02,05:05,0.965885276873345,03:01,05:02,0.982309724099602,11:04,16:01,0.49582900993487,01:03,01:03,0.965125360606536,00:00,02:02,0.912932212186364,00:00,00:00,0.909786824124912,00:00,02:02e1,0.774468366431275,4
HLA_71,02:01,03:01,0.85460708590723,07:02,38:02,0.934536015689343,07:02,07:02,0.99988302156076,04:01,05:01,0.391856802271435,03:02,03:02,0.643264712415289,03:03,03:03,0.972225619737498,09:01,09:01,0.929775540254514,02:02,02:02,0.425179770172386,00:00,00:00,0.776764555820952,01:03,01:03,0.731643648472676,00:00,00:00,0.923680047763672,4
HLA_72,02:01,32:01,0.986231882173294,08:01,44:02,0.99756441714335,05:01,07:01,0.999999777859274,01:01,04:01,0.541498724134328,01:03,05:01,0.996706564463176,02:01,06:03,0.99439945482305,03:01,13:01,0.98844915702767,01:03,02:01,0.95054910565138,01:01,01:01,0.876933862213983,00:00,00:00,0.908770429302138,00:00,00:00,0.959866936376845,4
HLA_73,01:01,23:01,0.970047091675529,07:02,08:01,0.911021404920298,07:01,07:02,0.979664269652785,04:01,04:01,0.755459789480683,01:02,05:01,0.998674329198341,02:01,06:02,0.95798207848209,03:01,15:01,0.999621278552224,01:03,01:03,0.974008049351696,00:00,01:01,0.922206843778042,00:00,00:00,0.932469586636151,00:00,01:01,0.911216234677786,4
HLA_74,03:01,24:02,0.894508947666043,07:02,35:02,0.673280155585226,04:01,07:02,0.97429692698491,01:01,04:01,0.173941164506875,01:03,01:03,0.945105002977456,06:03,06:03,0.868853995989886,13:01,13:01,0.936075680239366,01:03,02:01,0.811334277551572,01:01,01:01,0.947425627119059,00:00,00:00,0.934359205214539,00:00,00:00,0.949613530065829,3
