Allele,Control,ControlFrequency,Case,CaseFrequency,Pvalue,OddsRatio
00:00,755,0.18875,2354,0.5885,0.05352580905022488,1.1824780103745924
01:01,216,0.054,577,0.14425,0.10896881999291293,0.8643401965729659
02:02e1,17,0.00425,42,0.0105,0.5442738441234166,0.8210237441832717
